994
1988
pt=0, lineID=781, koords=(0.182,73.33) <-> pt=1, lineID=781, koords=(5.6953,74.9794) & pt=0, lineID=308, koords=(0.119,95.031) <-> pt=1, lineID=308, koords=(2.628,90.2407)
pt=0, lineID=274, koords=(35.378,79.888) <-> pt=1, lineID=274, koords=(37.025,74.2987) & pt=0, lineID=727, koords=(34.495,69.247) <-> pt=1, lineID=727, koords=(39.435,64.4585)
pt=0, lineID=556, koords=(35.461,1.375) <-> pt=1, lineID=556, koords=(38.4966,6.8915) & pt=0, lineID=687, koords=(35.3585,12.1234) <-> pt=1, lineID=687, koords=(37.232,5.849)
pt=0, lineID=893, koords=(34.491,2.85) <-> pt=1, lineID=893, koords=(38.8153,4.8612) & pt=0, lineID=81, koords=(35.35,1.7) <-> pt=1, lineID=81, koords=(41.5493,9.1536)
pt=0, lineID=730, koords=(34.108,18.221) <-> pt=1, lineID=730, koords=(39.8398,18.8325) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=692, koords=(34.8943,19.6365) <-> pt=1, lineID=692, koords=(37.218,18.352) & pt=0, lineID=442, koords=(32.823,13.693) <-> pt=1, lineID=442, koords=(37.5841,16.9936)
pt=0, lineID=964, koords=(34.5302,76.3179) <-> pt=1, lineID=964, koords=(38.02,74.064) & pt=0, lineID=727, koords=(34.495,69.247) <-> pt=1, lineID=727, koords=(39.435,64.4585)
pt=0, lineID=730, koords=(34.108,18.221) <-> pt=1, lineID=730, koords=(39.8398,18.8325) & pt=0, lineID=442, koords=(32.823,13.693) <-> pt=1, lineID=442, koords=(37.5841,16.9936)
pt=0, lineID=442, koords=(32.823,13.693) <-> pt=1, lineID=442, koords=(37.5841,16.9936) & pt=0, lineID=556, koords=(35.461,1.375) <-> pt=1, lineID=556, koords=(38.4966,6.8915)
pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273) & pt=0, lineID=964, koords=(34.5302,76.3179) <-> pt=1, lineID=964, koords=(38.02,74.064)
pt=0, lineID=831, koords=(36.312,62.317) <-> pt=1, lineID=831, koords=(38.0983,56.3373) & pt=0, lineID=295, koords=(35.515,51.977) <-> pt=1, lineID=295, koords=(41.6581,55.9149)
pt=0, lineID=562, koords=(37.4218,20.1299) <-> pt=1, lineID=562, koords=(39.761,20.684) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=562, koords=(37.4218,20.1299) <-> pt=1, lineID=562, koords=(39.761,20.684) & pt=0, lineID=730, koords=(34.108,18.221) <-> pt=1, lineID=730, koords=(39.8398,18.8325)
pt=0, lineID=81, koords=(35.35,1.7) <-> pt=1, lineID=81, koords=(41.5493,9.1536) & pt=0, lineID=556, koords=(35.461,1.375) <-> pt=1, lineID=556, koords=(38.4966,6.8915)
pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841) & pt=0, lineID=442, koords=(32.823,13.693) <-> pt=1, lineID=442, koords=(37.5841,16.9936)
pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841) & pt=0, lineID=556, koords=(35.461,1.375) <-> pt=1, lineID=556, koords=(38.4966,6.8915)
pt=0, lineID=820, koords=(35.086,67.867) <-> pt=1, lineID=820, koords=(40.5895,64.3579) & pt=0, lineID=964, koords=(34.5302,76.3179) <-> pt=1, lineID=964, koords=(38.02,74.064)
pt=0, lineID=727, koords=(34.495,69.247) <-> pt=1, lineID=727, koords=(39.435,64.4585) & pt=0, lineID=456, koords=(32.245,68.993) <-> pt=1, lineID=456, koords=(38.6755,62.1859)
pt=0, lineID=411, koords=(37.5449,63.4684) <-> pt=1, lineID=411, koords=(40.245,64.946) & pt=0, lineID=727, koords=(34.495,69.247) <-> pt=1, lineID=727, koords=(39.435,64.4585)
pt=0, lineID=411, koords=(37.5449,63.4684) <-> pt=1, lineID=411, koords=(40.245,64.946) & pt=0, lineID=456, koords=(32.245,68.993) <-> pt=1, lineID=456, koords=(38.6755,62.1859)
pt=0, lineID=730, koords=(34.108,18.221) <-> pt=1, lineID=730, koords=(39.8398,18.8325) & pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841)
pt=0, lineID=291, koords=(37.639,84.545) <-> pt=1, lineID=291, koords=(42.7567,77.7914) & pt=0, lineID=351, koords=(35.7338,94.8472) <-> pt=1, lineID=351, koords=(37.894,95.954)
pt=0, lineID=291, koords=(37.639,84.545) <-> pt=1, lineID=291, koords=(42.7567,77.7914) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=741, koords=(37.701,15.784) <-> pt=1, lineID=741, koords=(40.3716,14.7211) & pt=0, lineID=730, koords=(34.108,18.221) <-> pt=1, lineID=730, koords=(39.8398,18.8325)
pt=0, lineID=741, koords=(37.701,15.784) <-> pt=1, lineID=741, koords=(40.3716,14.7211) & pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841)
pt=0, lineID=737, koords=(36.063,49.503) <-> pt=1, lineID=737, koords=(41.189,49.7453) & pt=0, lineID=278, koords=(34.219,42.939) <-> pt=1, lineID=278, koords=(39.3762,43.2176)
pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298) & pt=0, lineID=456, koords=(32.245,68.993) <-> pt=1, lineID=456, koords=(38.6755,62.1859)
pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=450, koords=(37.7948,22.0244) <-> pt=1, lineID=450, koords=(40.852,21.207) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=450, koords=(37.7948,22.0244) <-> pt=1, lineID=450, koords=(40.852,21.207) & pt=0, lineID=562, koords=(37.4218,20.1299) <-> pt=1, lineID=562, koords=(39.761,20.684)
pt=0, lineID=643, koords=(37.8041,47.6532) <-> pt=1, lineID=643, koords=(38.345,52.766) & pt=0, lineID=737, koords=(36.063,49.503) <-> pt=1, lineID=737, koords=(41.189,49.7453)
pt=0, lineID=643, koords=(37.8041,47.6532) <-> pt=1, lineID=643, koords=(38.345,52.766) & pt=0, lineID=278, koords=(34.219,42.939) <-> pt=1, lineID=278, koords=(39.3762,43.2176)
pt=0, lineID=278, koords=(34.219,42.939) <-> pt=1, lineID=278, koords=(39.3762,43.2176) & pt=0, lineID=71, koords=(35.68,39.412) <-> pt=1, lineID=71, koords=(39.3319,42.7178)
pt=0, lineID=220, koords=(37.954,17.574) <-> pt=1, lineID=220, koords=(44.1522,21.8046) & pt=0, lineID=730, koords=(34.108,18.221) <-> pt=1, lineID=730, koords=(39.8398,18.8325)
pt=0, lineID=220, koords=(37.954,17.574) <-> pt=1, lineID=220, koords=(44.1522,21.8046) & pt=0, lineID=741, koords=(37.701,15.784) <-> pt=1, lineID=741, koords=(40.3716,14.7211)
pt=0, lineID=862, koords=(37.956,36.075) <-> pt=1, lineID=862, koords=(42.1818,33.4657) & pt=0, lineID=71, koords=(35.68,39.412) <-> pt=1, lineID=71, koords=(39.3319,42.7178)
pt=0, lineID=862, koords=(37.956,36.075) <-> pt=1, lineID=862, koords=(42.1818,33.4657) & pt=0, lineID=650, koords=(35.9431,38.2249) <-> pt=1, lineID=650, koords=(38.205,34.368)
pt=0, lineID=277, koords=(34.54,27.034) <-> pt=1, lineID=277, koords=(39.953,29.1626) & pt=0, lineID=581, koords=(36.323,33.078) <-> pt=1, lineID=581, koords=(39.8778,29.9178)
pt=0, lineID=721, koords=(34.9124,34.7019) <-> pt=1, lineID=721, koords=(38.215,27.89) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=643, koords=(37.8041,47.6532) <-> pt=1, lineID=643, koords=(38.345,52.766) & pt=0, lineID=295, koords=(35.515,51.977) <-> pt=1, lineID=295, koords=(41.6581,55.9149)
pt=0, lineID=737, koords=(36.063,49.503) <-> pt=1, lineID=737, koords=(41.189,49.7453) & pt=0, lineID=278, koords=(34.219,42.939) <-> pt=1, lineID=278, koords=(39.3762,43.2176)
pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032) & pt=0, lineID=964, koords=(34.5302,76.3179) <-> pt=1, lineID=964, koords=(38.02,74.064)
pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032) & pt=0, lineID=820, koords=(35.086,67.867) <-> pt=1, lineID=820, koords=(40.5895,64.3579)
pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273) & pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032)
pt=0, lineID=293, koords=(38.073,94.42) <-> pt=1, lineID=293, koords=(41.1825,93.2164) & pt=0, lineID=291, koords=(37.639,84.545) <-> pt=1, lineID=291, koords=(42.7567,77.7914)
pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089) & pt=0, lineID=295, koords=(35.515,51.977) <-> pt=1, lineID=295, koords=(41.6581,55.9149)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032)
pt=0, lineID=862, koords=(37.956,36.075) <-> pt=1, lineID=862, koords=(42.1818,33.4657) & pt=0, lineID=581, koords=(36.323,33.078) <-> pt=1, lineID=581, koords=(39.8778,29.9178)
pt=0, lineID=277, koords=(34.54,27.034) <-> pt=1, lineID=277, koords=(39.953,29.1626) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431) & pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273)
pt=0, lineID=685, koords=(38.26,6.456) <-> pt=1, lineID=685, koords=(43.4811,13.4149) & pt=0, lineID=556, koords=(35.461,1.375) <-> pt=1, lineID=556, koords=(38.4966,6.8915)
pt=0, lineID=685, koords=(38.26,6.456) <-> pt=1, lineID=685, koords=(43.4811,13.4149) & pt=0, lineID=81, koords=(35.35,1.7) <-> pt=1, lineID=81, koords=(41.5493,9.1536)
pt=0, lineID=365, koords=(38.263,30.195) <-> pt=1, lineID=365, koords=(40.2846,33.6145) & pt=0, lineID=581, koords=(36.323,33.078) <-> pt=1, lineID=581, koords=(39.8778,29.9178)
pt=0, lineID=365, koords=(38.263,30.195) <-> pt=1, lineID=365, koords=(40.2846,33.6145) & pt=0, lineID=277, koords=(34.54,27.034) <-> pt=1, lineID=277, koords=(39.953,29.1626)
pt=0, lineID=349, koords=(38.2671,16.4047) <-> pt=1, lineID=349, koords=(40.195,17.329) & pt=0, lineID=220, koords=(37.954,17.574) <-> pt=1, lineID=220, koords=(44.1522,21.8046)
pt=0, lineID=349, koords=(38.2671,16.4047) <-> pt=1, lineID=349, koords=(40.195,17.329) & pt=0, lineID=741, koords=(37.701,15.784) <-> pt=1, lineID=741, koords=(40.3716,14.7211)
pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298) & pt=0, lineID=411, koords=(37.5449,63.4684) <-> pt=1, lineID=411, koords=(40.245,64.946)
pt=0, lineID=456, koords=(32.245,68.993) <-> pt=1, lineID=456, koords=(38.6755,62.1859) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812) & pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431)
pt=0, lineID=437, koords=(38.299,59.417) <-> pt=1, lineID=437, koords=(40.444,60.4089) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=437, koords=(38.299,59.417) <-> pt=1, lineID=437, koords=(40.444,60.4089) & pt=0, lineID=295, koords=(35.515,51.977) <-> pt=1, lineID=295, koords=(41.6581,55.9149)
pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812) & pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273)
pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177) & pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812)
pt=0, lineID=295, koords=(35.515,51.977) <-> pt=1, lineID=295, koords=(41.6581,55.9149) & pt=0, lineID=737, koords=(36.063,49.503) <-> pt=1, lineID=737, koords=(41.189,49.7453)
pt=0, lineID=843, koords=(38.352,47.748) <-> pt=1, lineID=843, koords=(41.4592,47.9585) & pt=0, lineID=737, koords=(36.063,49.503) <-> pt=1, lineID=737, koords=(41.189,49.7453)
pt=0, lineID=843, koords=(38.352,47.748) <-> pt=1, lineID=843, koords=(41.4592,47.9585) & pt=0, lineID=278, koords=(34.219,42.939) <-> pt=1, lineID=278, koords=(39.3762,43.2176)
pt=0, lineID=613, koords=(38.4322,24.048) <-> pt=1, lineID=613, koords=(41.309,16.207) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=613, koords=(38.4322,24.048) <-> pt=1, lineID=613, koords=(41.309,16.207) & pt=0, lineID=450, koords=(37.7948,22.0244) <-> pt=1, lineID=450, koords=(40.852,21.207)
pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431) & pt=0, lineID=291, koords=(37.639,84.545) <-> pt=1, lineID=291, koords=(42.7567,77.7914)
pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841) & pt=0, lineID=685, koords=(38.26,6.456) <-> pt=1, lineID=685, koords=(43.4811,13.4149)
pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177) & pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431)
pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992) & pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812)
pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=365, koords=(38.263,30.195) <-> pt=1, lineID=365, koords=(40.2846,33.6145) & pt=0, lineID=862, koords=(37.956,36.075) <-> pt=1, lineID=862, koords=(42.1818,33.4657)
pt=0, lineID=581, koords=(36.323,33.078) <-> pt=1, lineID=581, koords=(39.8778,29.9178) & pt=0, lineID=277, koords=(34.54,27.034) <-> pt=1, lineID=277, koords=(39.953,29.1626)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812)
pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273) & pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032)
pt=0, lineID=627, koords=(38.755,59.642) <-> pt=1, lineID=627, koords=(41.7127,59.0616) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=627, koords=(38.755,59.642) <-> pt=1, lineID=627, koords=(41.7127,59.0616) & pt=0, lineID=437, koords=(38.299,59.417) <-> pt=1, lineID=437, koords=(40.444,60.4089)
pt=0, lineID=148, koords=(38.77,2.817) <-> pt=1, lineID=148, koords=(39.0679,11.5433) & pt=0, lineID=893, koords=(34.491,2.85) <-> pt=1, lineID=893, koords=(38.8153,4.8612)
pt=0, lineID=437, koords=(38.299,59.417) <-> pt=1, lineID=437, koords=(40.444,60.4089) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=627, koords=(38.755,59.642) <-> pt=1, lineID=627, koords=(41.7127,59.0616) & pt=0, lineID=295, koords=(35.515,51.977) <-> pt=1, lineID=295, koords=(41.6581,55.9149)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812) & pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273)
pt=0, lineID=81, koords=(35.35,1.7) <-> pt=1, lineID=81, koords=(41.5493,9.1536) & pt=0, lineID=148, koords=(38.77,2.817) <-> pt=1, lineID=148, koords=(39.0679,11.5433)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992) & pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812)
pt=0, lineID=982, koords=(38.852,62.13) <-> pt=1, lineID=982, koords=(43.5986,62.5874) & pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298)
pt=0, lineID=982, koords=(38.852,62.13) <-> pt=1, lineID=982, koords=(43.5986,62.5874) & pt=0, lineID=610, koords=(36.4049,61.019) <-> pt=1, lineID=610, koords=(39.01,61.089)
pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053) & pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431)
pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=148, koords=(38.77,2.817) <-> pt=1, lineID=148, koords=(39.0679,11.5433) & pt=0, lineID=685, koords=(38.26,6.456) <-> pt=1, lineID=685, koords=(43.4811,13.4149)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053)
pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=148, koords=(38.77,2.817) <-> pt=1, lineID=148, koords=(39.0679,11.5433) & pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841)
pt=0, lineID=685, koords=(38.26,6.456) <-> pt=1, lineID=685, koords=(43.4811,13.4149) & pt=0, lineID=81, koords=(35.35,1.7) <-> pt=1, lineID=81, koords=(41.5493,9.1536)
pt=0, lineID=859, koords=(38.1524,75.2735) <-> pt=1, lineID=859, koords=(39.09,80.405) & pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431)
pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=982, koords=(38.852,62.13) <-> pt=1, lineID=982, koords=(43.5986,62.5874) & pt=0, lineID=437, koords=(38.299,59.417) <-> pt=1, lineID=437, koords=(40.444,60.4089)
pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812) & pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032)
pt=0, lineID=240, koords=(39.0467,23.5727) <-> pt=1, lineID=240, koords=(43.172,21.35) & pt=0, lineID=932, koords=(33.886,22.077) <-> pt=1, lineID=932, koords=(39.4525,25.3383)
pt=0, lineID=240, koords=(39.0467,23.5727) <-> pt=1, lineID=240, koords=(43.172,21.35) & pt=0, lineID=613, koords=(38.4322,24.048) <-> pt=1, lineID=613, koords=(41.309,16.207)
pt=0, lineID=771, koords=(39.0512,96.0965) <-> pt=1, lineID=771, koords=(40.746,97.795) & pt=0, lineID=293, koords=(38.073,94.42) <-> pt=1, lineID=293, koords=(41.1825,93.2164)
pt=0, lineID=334, koords=(39.058,86.682) <-> pt=1, lineID=334, koords=(43.2479,83.1497) & pt=0, lineID=293, koords=(38.073,94.42) <-> pt=1, lineID=293, koords=(41.1825,93.2164)
pt=0, lineID=334, koords=(39.058,86.682) <-> pt=1, lineID=334, koords=(43.2479,83.1497) & pt=0, lineID=291, koords=(37.639,84.545) <-> pt=1, lineID=291, koords=(42.7567,77.7914)
pt=0, lineID=835, koords=(37.508,12.38) <-> pt=1, lineID=835, koords=(41.3438,12.8841) & pt=0, lineID=685, koords=(38.26,6.456) <-> pt=1, lineID=685, koords=(43.4811,13.4149)
pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431) & pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053)
pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177) & pt=0, lineID=177, koords=(38.2229,79.437) <-> pt=1, lineID=177, koords=(42.232,85.431)
pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053) & pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992)
pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273) & pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053)
pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992) & pt=0, lineID=345, koords=(36.505,82.6) <-> pt=1, lineID=345, koords=(39.2164,78.0812)
pt=0, lineID=802, koords=(36.367,83.755) <-> pt=1, lineID=802, koords=(39.7187,77.3992) & pt=0, lineID=202, koords=(38.017,71.106) <-> pt=1, lineID=202, koords=(43.5913,66.9032)
pt=0, lineID=906, koords=(39.3151,78.699) <-> pt=1, lineID=906, koords=(42.152,84.013) & pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053)
pt=0, lineID=906, koords=(39.3151,78.699) <-> pt=1, lineID=906, koords=(42.152,84.013) & pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273)
pt=0, lineID=450, koords=(37.7948,22.0244) <-> pt=1, lineID=450, koords=(40.852,21.207) & pt=0, lineID=240, koords=(39.0467,23.5727) <-> pt=1, lineID=240, koords=(43.172,21.35)
pt=0, lineID=613, koords=(38.4322,24.048) <-> pt=1, lineID=613, koords=(41.309,16.207) & pt=0, lineID=562, koords=(37.4218,20.1299) <-> pt=1, lineID=562, koords=(39.761,20.684)
pt=0, lineID=866, koords=(39.3319,30.9305) <-> pt=1, lineID=866, koords=(42.025,31.441) & pt=0, lineID=365, koords=(38.263,30.195) <-> pt=1, lineID=365, koords=(40.2846,33.6145)
pt=0, lineID=866, koords=(39.3319,30.9305) <-> pt=1, lineID=866, koords=(42.025,31.441) & pt=0, lineID=581, koords=(36.323,33.078) <-> pt=1, lineID=581, koords=(39.8778,29.9178)
pt=0, lineID=278, koords=(34.219,42.939) <-> pt=1, lineID=278, koords=(39.3762,43.2176) & pt=0, lineID=862, koords=(37.956,36.075) <-> pt=1, lineID=862, koords=(42.1818,33.4657)
pt=0, lineID=906, koords=(39.3151,78.699) <-> pt=1, lineID=906, koords=(42.152,84.013) & pt=0, lineID=576, koords=(36.2009,80.2469) <-> pt=1, lineID=576, koords=(39.793,79.177)
pt=0, lineID=322, koords=(38.863,80.026) <-> pt=1, lineID=322, koords=(41.4647,73.5053) & pt=0, lineID=436, koords=(37.271,78.5342) <-> pt=1, lineID=436, koords=(41.15,78.273)
pt=0, lineID=843, koords=(38.352,47.748) <-> pt=1, lineID=843, koords=(41.4592,47.9585) & pt=0, lineID=862, koords=(37.956,36.075) <-> pt=1, lineID=862, koords=(42.1818,33.4657)
pt=0, lineID=411, koords=(37.5449,63.4684) <-> pt=1, lineID=411, koords=(40.245,64.946) & pt=0, lineID=820, koords=(35.086,67.867) <-> pt=1, lineID=820, koords=(40.5895,64.3579)
pt=0, lineID=727, koords=(34.495,69.247) <-> pt=1, lineID=727, koords=(39.435,64.4585) & pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298)
pt=0, lineID=411, koords=(37.5449,63.4684) <-> pt=1, lineID=411, koords=(40.245,64.946) & pt=0, lineID=659, koords=(37.7899,61.8821) <-> pt=1, lineID=659, koords=(40.033,65.298)
pt=0, lineID=277, koords=(34.54,27.034) <-> pt=1, lineID=277, koords=(39.953,29.1626) & pt=0, lineID=240, koords=(39.0467,23.5727) <-> pt=1, lineID=240, koords=(43.172,21.35)
pt=0, lineID=990, koords=(39.5052,47.1327) <-> pt=1, lineID=990, koords=(43.794,49.185) & pt=0, lineID=843, koords=(38.352,47.748) <-> pt=1, lineID=843, koords=(41.4592,47.9585)
